"Notes","County","County Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Hancock County, MS","28045",Suppressed,130137,Suppressed,Suppressed,Suppressed
,"Harrison County, MS","28047",Suppressed,665881,Suppressed,Suppressed,Suppressed
,"Hinds County, MS","28049",11,730852,1.5,0.8,2.7
,"Holmes County, MS","28051",Suppressed,51715,Suppressed,Suppressed,Suppressed
,"Humphreys County, MS","28053",Suppressed,21980,Suppressed,Suppressed,Suppressed
,"Jackson County, MS","28059",Suppressed,450014,Suppressed,Suppressed,Suppressed
,"Kemper County, MS","28069",Suppressed,28780,Suppressed,Suppressed,Suppressed
,"Lamar County, MS","28073",Suppressed,214365,Suppressed,Suppressed,Suppressed
,"Lauderdale County, MS","28075",Suppressed,221202,Suppressed,Suppressed,Suppressed
,"Lawrence County, MS","28077",Suppressed,34503,Suppressed,Suppressed,Suppressed
,"Leflore County, MS","28083",Suppressed,86302,Suppressed,Suppressed,Suppressed
,"Lincoln County, MS","28085",Suppressed,105357,Suppressed,Suppressed,Suppressed
,"Madison County, MS","28089",Suppressed,349772,Suppressed,Suppressed,Suppressed
,"Marion County, MS","28091",Suppressed,73146,Suppressed,Suppressed,Suppressed
,"Marshall County, MS","28093",Suppressed,104600,Suppressed,Suppressed,Suppressed
,"Monroe County, MS","28095",Suppressed,99790,Suppressed,Suppressed,Suppressed
,"Neshoba County, MS","28099",Suppressed,88418,Suppressed,Suppressed,Suppressed
,"Oktibbeha County, MS","28105",Suppressed,215273,Suppressed,Suppressed,Suppressed
,"Panola County, MS","28107",Suppressed,100181,Suppressed,Suppressed,Suppressed
,"Pearl River County, MS","28109",Suppressed,167208,Suppressed,Suppressed,Suppressed
,"Pike County, MS","28113",Suppressed,119443,Suppressed,Suppressed,Suppressed
,"Pontotoc County, MS","28115",Suppressed,99057,Suppressed,Suppressed,Suppressed
,"Prentiss County, MS","28117",Suppressed,78124,Suppressed,Suppressed,Suppressed
,"Rankin County, MS","28121",Suppressed,516540,Suppressed,Suppressed,Suppressed
,"Scott County, MS","28123",Suppressed,83037,Suppressed,Suppressed,Suppressed
,"Sharkey County, MS","28125",Suppressed,10092,Suppressed,Suppressed,Suppressed
,"Smith County, MS","28129",Suppressed,42389,Suppressed,Suppressed,Suppressed
,"Stone County, MS","28131",Suppressed,59514,Suppressed,Suppressed,Suppressed
,"Sunflower County, MS","28133",Suppressed,85988,Suppressed,Suppressed,Suppressed
,"Tishomingo County, MS","28141",Suppressed,54110,Suppressed,Suppressed,Suppressed
,"Tunica County, MS","28143",Suppressed,30292,Suppressed,Suppressed,Suppressed
,"Warren County, MS","28149",Suppressed,131175,Suppressed,Suppressed,Suppressed
,"Washington County, MS","28151",Suppressed,125736,Suppressed,Suppressed,Suppressed
,"Wayne County, MS","28153",Suppressed,59004,Suppressed,Suppressed,Suppressed
,"Wilkinson County, MS","28157",Suppressed,25994,Suppressed,Suppressed,Suppressed
,"Yalobusha County, MS","28161",Suppressed,34738,Suppressed,Suppressed,Suppressed
,"Yazoo County, MS","28163",Suppressed,95182,Suppressed,Suppressed,Suppressed
,"Adair County, MO","29001",Suppressed,96809,Suppressed,Suppressed,Suppressed
,"Andrew County, MO","29003",Suppressed,51123,Suppressed,Suppressed,Suppressed
,"Bates County, MO","29013",Suppressed,46530,Suppressed,Suppressed,Suppressed
,"Bollinger County, MO","29017",Suppressed,30532,Suppressed,Suppressed,Suppressed
,"Boone County, MO","29019",Suppressed,705537,Suppressed,Suppressed,Suppressed
,"Buchanan County, MO","29021",Suppressed,269015,Suppressed,Suppressed,Suppressed
,"Caldwell County, MO","29025",Suppressed,25247,Suppressed,Suppressed,Suppressed
,"Camden County, MO","29029",Suppressed,102671,Suppressed,Suppressed,Suppressed
,"Cass County, MO","29037",Suppressed,327849,Suppressed,Suppressed,Suppressed
,"Christian County, MO","29043",Suppressed,283887,Suppressed,Suppressed,Suppressed
,"Clay County, MO","29047",Suppressed,841801,Suppressed,Suppressed,Suppressed
,"Cole County, MO","29051",Suppressed,241858,Suppressed,Suppressed,Suppressed
,"DeKalb County, MO","29063",Suppressed,35894,Suppressed,Suppressed,Suppressed
,"Dunklin County, MO","29069",Suppressed,79810,Suppressed,Suppressed,Suppressed
,"Franklin County, MO","29071",Suppressed,302851,Suppressed,Suppressed,Suppressed
,"Greene County, MO","29077",Suppressed,1019288,Suppressed,Suppressed,Suppressed
,"Harrison County, MO","29081",Suppressed,22130,Suppressed,Suppressed,Suppressed
,"Howell County, MO","29091",Suppressed,116003,Suppressed,Suppressed,Suppressed
,"Jackson County, MO","29095",13,2323984,0.6,0.3,1.0
,"Jasper County, MO","29097",Suppressed,396671,Suppressed,Suppressed,Suppressed
,"Jefferson County, MO","29099",Suppressed,702023,Suppressed,Suppressed,Suppressed
,"Lawrence County, MO","29109",Suppressed,112535,Suppressed,Suppressed,Suppressed
,"Lewis County, MO","29111",Suppressed,30054,Suppressed,Suppressed,Suppressed
,"Livingston County, MO","29117",Suppressed,45391,Suppressed,Suppressed,Suppressed
,"McDonald County, MO","29119",Suppressed,69500,Suppressed,Suppressed,Suppressed
,"Miller County, MO","29131",Suppressed,72408,Suppressed,Suppressed,Suppressed
,"Morgan County, MO","29141",Suppressed,53352,Suppressed,Suppressed,Suppressed
,"Osage County, MO","29151",Suppressed,40006,Suppressed,Suppressed,Suppressed
,"Pettis County, MO","29159",Suppressed,130690,Suppressed,Suppressed,Suppressed
,"Phelps County, MO","29161",Suppressed,151387,Suppressed,Suppressed,Suppressed
,"Pike County, MO","29163",Suppressed,54690,Suppressed,Suppressed,Suppressed
,"Platte County, MO","29165",Suppressed,349792,Suppressed,Suppressed,Suppressed
,"Pulaski County, MO","29169",Suppressed,222008,Suppressed,Suppressed,Suppressed
,"Ray County, MO","29177",Suppressed,65737,Suppressed,Suppressed,Suppressed
,"St. Charles County, MO","29183",Suppressed,1297097,Suppressed,Suppressed,Suppressed
,"St. Louis County, MO","29189",25,3018781,0.8,0.5,1.2
,"Saline County, MO","29195",Suppressed,72361,Suppressed,Suppressed,Suppressed
,"Scott County, MO","29201",Suppressed,112110,Suppressed,Suppressed,Suppressed
,"Shannon County, MO","29203",Suppressed,19563,Suppressed,Suppressed,Suppressed
,"Texas County, MO","29215",Suppressed,72336,Suppressed,Suppressed,Suppressed
,"Warren County, MO","29219",Suppressed,106206,Suppressed,Suppressed,Suppressed
,"Wright County, MO","29229",Suppressed,52133,Suppressed,Suppressed,Suppressed
,"St. Louis city, MO","29510",Suppressed,1041784,Suppressed,Suppressed,Suppressed
,"Cascade County, MT","30013",Suppressed,256126,Suppressed,Suppressed,Suppressed
,"Deer Lodge County, MT","30023",Suppressed,26701,Suppressed,Suppressed,Suppressed
,"Flathead County, MT","30029",Suppressed,316790,Suppressed,Suppressed,Suppressed
,"Lake County, MT","30047",Suppressed,86130,Suppressed,Suppressed,Suppressed
,"Missoula County, MT","30063",Suppressed,435749,Suppressed,Suppressed,Suppressed
,"Phillips County, MT","30071",Suppressed,10135,Suppressed,Suppressed,Suppressed
,"Pondera County, MT","30073",Suppressed,16279,Suppressed,Suppressed,Suppressed
,"Roosevelt County, MT","30085",Suppressed,33069,Suppressed,Suppressed,Suppressed
,"Sanders County, MT","30089",Suppressed,27987,Suppressed,Suppressed,Suppressed
,"Toole County, MT","30101",Suppressed,15260,Suppressed,Suppressed,Suppressed
,"Yellowstone County, MT","30111",Suppressed,522646,Suppressed,Suppressed,Suppressed
,"Buffalo County, NE","31019",Suppressed,173043,Suppressed,Suppressed,Suppressed
,"Custer County, NE","31041",Suppressed,28310,Suppressed,Suppressed,Suppressed
,"Dawson County, NE","31047",Suppressed,72121,Suppressed,Suppressed,Suppressed
,"Dodge County, NE","31053",Suppressed,108332,Suppressed,Suppressed,Suppressed
,"Douglas County, NE","31055",10,1957033,0.5,0.2,0.9
,"Frontier County, NE","31063",Suppressed,7125,Suppressed,Suppressed,Suppressed
,"Garden County, NE","31069",Suppressed,4172,Suppressed,Suppressed,Suppressed
,"Hall County, NE","31079",Suppressed,191394,Suppressed,Suppressed,Suppressed
,"Keith County, NE","31101",Suppressed,19720,Suppressed,Suppressed,Suppressed
,"Lancaster County, NE","31109",Suppressed,1145717,Suppressed,Suppressed,Suppressed
,"Lincoln County, NE","31111",Suppressed,98900,Suppressed,Suppressed,Suppressed
,"Loup County, NE","31115",Suppressed,1412,Suppressed,Suppressed,Suppressed
,"McPherson County, NE","31117",Suppressed,1064,Suppressed,Suppressed,Suppressed
,"Sarpy County, NE","31153",Suppressed,654884,Suppressed,Suppressed,Suppressed
,"Scotts Bluff County, NE","31157",Suppressed,103584,Suppressed,Suppressed,Suppressed
,"Sheridan County, NE","31161",Suppressed,12660,Suppressed,Suppressed,Suppressed
,"Stanton County, NE","31167",Suppressed,16238,Suppressed,Suppressed,Suppressed
,"Thurston County, NE","31173",Suppressed,20840,Suppressed,Suppressed,Suppressed
,"Valley County, NE","31175",Suppressed,10375,Suppressed,Suppressed,Suppressed
,"Clark County, NV","32003",37,7660864,0.5,0.3,0.7
,"Elko County, NV","32007",Suppressed,176875,Suppressed,Suppressed,Suppressed
,"Nye County, NV","32023",Suppressed,119511,Suppressed,Suppressed,Suppressed
,"Washoe County, NV","32031",Suppressed,1579614,Suppressed,Suppressed,Suppressed
,"Carson City, NV","32510",Suppressed,168869,Suppressed,Suppressed,Suppressed
,"Belknap County, NH","33001",Suppressed,168605,Suppressed,Suppressed,Suppressed
,"Hillsborough County, NH","33011",Suppressed,1334819,Suppressed,Suppressed,Suppressed
,"Merrimack County, NH","33013",Suppressed,470775,Suppressed,Suppressed,Suppressed
,"Rockingham County, NH","33015",Suppressed,912423,Suppressed,Suppressed,Suppressed
,"Strafford County, NH","33017",Suppressed,455177,Suppressed,Suppressed,Suppressed
,"Atlantic County, NJ","34001",Suppressed,794001,Suppressed,Suppressed,Suppressed
,"Bergen County, NJ","34003",11,2899793,0.4,0.2,0.7
,"Burlington County, NJ","34005",Suppressed,1406134,Suppressed,Suppressed,Suppressed
,"Camden County, NJ","34007",15,1644513,0.9,0.5,1.5
,"Cumberland County, NJ","34011",Suppressed,483411,Suppressed,Suppressed,Suppressed
,"Essex County, NJ","34013",30,2756006,1.1,0.7,1.6
,"Gloucester County, NJ","34015",Suppressed,946445,Suppressed,Suppressed,Suppressed
,"Hudson County, NJ","34017",18,2624081,0.7,0.4,1.1
,"Mercer County, NJ","34021",Suppressed,1226331,Suppressed,Suppressed,Suppressed
,"Middlesex County, NJ","34023",13,2784023,0.5,0.2,0.8
,"Monmouth County, NJ","34025",Suppressed,1838015,Suppressed,Suppressed,Suppressed
,"Morris County, NJ","34027",Suppressed,1519764,Suppressed,Suppressed,Suppressed
,"Ocean County, NJ","34029",Suppressed,1674027,Suppressed,Suppressed,Suppressed
,"Passaic County, NJ","34031",16,1632157,1.0,0.6,1.6
,"Salem County, NJ","34033",Suppressed,187947,Suppressed,Suppressed,Suppressed
,"Somerset County, NJ","34035",Suppressed,1045951,Suppressed,Suppressed,Suppressed
,"Sussex County, NJ","34037",Suppressed,418592,Suppressed,Suppressed,Suppressed
,"Union County, NJ","34039",15,1817362,0.8,0.5,1.4
,"Warren County, NJ","34041",Suppressed,316197,Suppressed,Suppressed,Suppressed
,"Bernalillo County, NM","35001",Suppressed,2218017,Suppressed,Suppressed,Suppressed
,"Chaves County, NM","35005",Suppressed,206041,Suppressed,Suppressed,Suppressed
,"Curry County, NM","35009",Suppressed,168346,Suppressed,Suppressed,Suppressed
,"Dona Ana County, NM","35013",Suppressed,752926,Suppressed,Suppressed,Suppressed
,"Eddy County, NM","35015",Suppressed,192815,Suppressed,Suppressed,Suppressed
,"Los Alamos County, NM","35028",Suppressed,59701,Suppressed,Suppressed,Suppressed
,"McKinley County, NM","35031",Suppressed,232346,Suppressed,Suppressed,Suppressed
,"Otero County, NM","35035",Suppressed,223328,Suppressed,Suppressed,Suppressed
,"Quay County, NM","35037",Suppressed,21177,Suppressed,Suppressed,Suppressed
,"San Juan County, NM","35045",Suppressed,386133,Suppressed,Suppressed,Suppressed
,"San Miguel County, NM","35047",Suppressed,77709,Suppressed,Suppressed,Suppressed
,"Albany County, NY","36001",Suppressed,1055662,Suppressed,Suppressed,Suppressed
,"Bronx County, NY","36005",37,4660557,0.8,0.6,1.1
,"Broome County, NY","36007",Suppressed,610087,Suppressed,Suppressed,Suppressed
,"Cattaraugus County, NY","36009",Suppressed,216432,Suppressed,Suppressed,Suppressed
,"Cayuga County, NY","36011",Suppressed,220024,Suppressed,Suppressed,Suppressed
,"Chautauqua County, NY","36013",Suppressed,363034,Suppressed,Suppressed,Suppressed
,"Chemung County, NY","36015",Suppressed,243178,Suppressed,Suppressed,Suppressed
,"Clinton County, NY","36019",Suppressed,254672,Suppressed,Suppressed,Suppressed
,"Delaware County, NY","36025",Suppressed,119432,Suppressed,Suppressed,Suppressed
,"Dutchess County, NY","36027",Suppressed,918584,Suppressed,Suppressed,Suppressed
,"Erie County, NY","36029",18,2893492,0.6,0.4,1.0
,"Franklin County, NY","36033",Suppressed,150962,Suppressed,Suppressed,Suppressed
,"Genesee County, NY","36037",Suppressed,166429,Suppressed,Suppressed,Suppressed
,"Greene County, NY","36039",Suppressed,134735,Suppressed,Suppressed,Suppressed
,"Jefferson County, NY","36045",Suppressed,384802,Suppressed,Suppressed,Suppressed
,"Kings County, NY","36047",44,8876245,0.5,0.4,0.7
,"Madison County, NY","36053",Suppressed,206503,Suppressed,Suppressed,Suppressed
,"Monroe County, NY","36055",13,2353098,0.6,0.3,0.9
,"Montgomery County, NY","36057",Suppressed,144879,Suppressed,Suppressed,Suppressed
,"Nassau County, NY","36059",14,4112112,0.3,0.2,0.6
,"New York County, NY","36061",22,5960236,0.4,0.2,0.6
,"Niagara County, NY","36063",Suppressed,607508,Suppressed,Suppressed,Suppressed
,"Oneida County, NY","36065",Suppressed,681689,Suppressed,Suppressed,Suppressed
,"Onondaga County, NY","36067",12,1447072,0.8,0.4,1.4
,"Ontario County, NY","36069",Suppressed,318814,Suppressed,Suppressed,Suppressed
,"Orange County, NY","36071",11,1256882,0.9,0.4,1.6
,"Orleans County, NY","36073",Suppressed,118059,Suppressed,Suppressed,Suppressed
,"Oswego County, NY","36075",Suppressed,358176,Suppressed,Suppressed,Suppressed
,"Otsego County, NY","36077",Suppressed,191137,Suppressed,Suppressed,Suppressed
,"Putnam County, NY","36079",Suppressed,290097,Suppressed,Suppressed,Suppressed
,"Queens County, NY","36081",29,7312070,0.4,0.3,0.6
,"Rensselaer County, NY","36083",Suppressed,509476,Suppressed,Suppressed,Suppressed
,"Richmond County, NY","36085",Suppressed,1512282,Suppressed,Suppressed,Suppressed
,"Rockland County, NY","36087",11,988191,1.1,0.6,2.0
,"St. Lawrence County, NY","36089",Suppressed,340649,Suppressed,Suppressed,Suppressed
,"Saratoga County, NY","36091",Suppressed,701995,Suppressed,Suppressed,Suppressed
,"Schuyler County, NY","36097",Suppressed,46977,Suppressed,Suppressed,Suppressed
,"Seneca County, NY","36099",Suppressed,97942,Suppressed,Suppressed,Suppressed
,"Steuben County, NY","36101",Suppressed,265202,Suppressed,Suppressed,Suppressed
,"Suffolk County, NY","36103",21,4552647,0.5,0.3,0.7
,"Tioga County, NY","36107",Suppressed,132773,Suppressed,Suppressed,Suppressed
,"Tompkins County, NY","36109",Suppressed,413129,Suppressed,Suppressed,Suppressed
,"Warren County, NY","36113",Suppressed,176672,Suppressed,Suppressed,Suppressed
,"Washington County, NY","36115",Suppressed,175425,Suppressed,Suppressed,Suppressed
,"Wayne County, NY","36117",Suppressed,251084,Suppressed,Suppressed,Suppressed
,"Westchester County, NY","36119",11,3014143,0.4,0.2,0.7
,"Yates County, NY","36123",Suppressed,68157,Suppressed,Suppressed,Suppressed
,"Alamance County, NC","37001",Suppressed,549167,Suppressed,Suppressed,Suppressed
,"Bladen County, NC","37017",Suppressed,84958,Suppressed,Suppressed,Suppressed
,"Brunswick County, NC","37019",Suppressed,326467,Suppressed,Suppressed,Suppressed
,"Burke County, NC","37023",Suppressed,257153,Suppressed,Suppressed,Suppressed
,"Cabarrus County, NC","37025",Suppressed,754316,Suppressed,Suppressed,Suppressed
,"Catawba County, NC","37035",Suppressed,484375,Suppressed,Suppressed,Suppressed
,"Chatham County, NC","37037",Suppressed,202187,Suppressed,Suppressed,Suppressed
,"Cherokee County, NC","37039",Suppressed,66991,Suppressed,Suppressed,Suppressed
,"Clay County, NC","37043",Suppressed,25400,Suppressed,Suppressed,Suppressed
,"Cleveland County, NC","37045",Suppressed,294159,Suppressed,Suppressed,Suppressed
,"Columbus County, NC","37047",Suppressed,155128,Suppressed,Suppressed,Suppressed
,"Craven County, NC","37049",Suppressed,313986,Suppressed,Suppressed,Suppressed
,"Cumberland County, NC","37051",13,1192751,1.1,0.6,1.9
,"Davidson County, NC","37057",Suppressed,501196,Suppressed,Suppressed,Suppressed
,"Davie County, NC","37059",Suppressed,119863,Suppressed,Suppressed,Suppressed
,"Duplin County, NC","37061",Suppressed,153777,Suppressed,Suppressed,Suppressed
,"Durham County, NC","37063",Suppressed,1195505,Suppressed,Suppressed,Suppressed
,"Edgecombe County, NC","37065",Suppressed,140856,Suppressed,Suppressed,Suppressed
,"Forsyth County, NC","37067",11,1230040,0.9,0.4,1.6
,"Franklin County, NC","37069",Suppressed,221483,Suppressed,Suppressed,Suppressed
,"Gaston County, NC","37071",Suppressed,724384,Suppressed,Suppressed,Suppressed
,"Gates County, NC","37073",Suppressed,28768,Suppressed,Suppressed,Suppressed
,"Granville County, NC","37077",Suppressed,184951,Suppressed,Suppressed,Suppressed
,"Greene County, NC","37079",Suppressed,68282,Suppressed,Suppressed,Suppressed
,"Guilford County, NC","37081",12,1798590,0.7,0.3,1.2
,"Halifax County, NC","37083",Suppressed,134104,Suppressed,Suppressed,Suppressed
,"Harnett County, NC","37085",Suppressed,465536,Suppressed,Suppressed,Suppressed
,"Henderson County, NC","37089",Suppressed,309182,Suppressed,Suppressed,Suppressed
,"Hertford County, NC","37091",Suppressed,64322,Suppressed,Suppressed,Suppressed
,"Hoke County, NC","37093",Suppressed,188006,Suppressed,Suppressed,Suppressed
,"Iredell County, NC","37097",Suppressed,589565,Suppressed,Suppressed,Suppressed
,"Jackson County, NC","37099",Suppressed,147389,Suppressed,Suppressed,Suppressed
,"Johnston County, NC","37101",Suppressed,731055,Suppressed,Suppressed,Suppressed
,"Jones County, NC","37103",Suppressed,24784,Suppressed,Suppressed,Suppressed
,"Lee County, NC","37105",Suppressed,196369,Suppressed,Suppressed,Suppressed
,"Lenoir County, NC","37107",Suppressed,155299,Suppressed,Suppressed,Suppressed
,"Lincoln County, NC","37109",Suppressed,262019,Suppressed,Suppressed,Suppressed
,"McDowell County, NC","37111",Suppressed,130155,Suppressed,Suppressed,Suppressed
,"Madison County, NC","37115",Suppressed,64257,Suppressed,Suppressed,Suppressed
,"Mecklenburg County, NC","37119",13,4110538,0.3,0.2,0.5
,"Montgomery County, NC","37123",Suppressed,74572,Suppressed,Suppressed,Suppressed
,"Nash County, NC","37127",Suppressed,281918,Suppressed,Suppressed,Suppressed
,"New Hanover County, NC","37129",Suppressed,780413,Suppressed,Suppressed,Suppressed
,"Onslow County, NC","37133",Suppressed,818239,Suppressed,Suppressed,Suppressed
,"Orange County, NC","37135",Suppressed,537539,Suppressed,Suppressed,Suppressed
,"Perquimans County, NC","37143",Suppressed,32581,Suppressed,Suppressed,Suppressed
,"Pitt County, NC","37147",Suppressed,646042,Suppressed,Suppressed,Suppressed
,"Polk County, NC","37149",Suppressed,45694,Suppressed,Suppressed,Suppressed
,"Randolph County, NC","37151",Suppressed,430737,Suppressed,Suppressed,Suppressed
,"Richmond County, NC","37153",Suppressed,129915,Suppressed,Suppressed,Suppressed
,"Robeson County, NC","37155",10,384812,2.6,1.2,4.8
,"Rockingham County, NC","37157",Suppressed,255311,Suppressed,Suppressed,Suppressed
,"Rowan County, NC","37159",Suppressed,447379,Suppressed,Suppressed,Suppressed
,"Rutherford County, NC","37161",Suppressed,181845,Suppressed,Suppressed,Suppressed
,"Sampson County, NC","37163",Suppressed,180478,Suppressed,Suppressed,Suppressed
,"Stanly County, NC","37167",Suppressed,190768,Suppressed,Suppressed,Suppressed
,"Stokes County, NC","37169",Suppressed,123179,Suppressed,Suppressed,Suppressed
,"Surry County, NC","37171",Suppressed,202268,Suppressed,Suppressed,Suppressed
,"Vance County, NC","37181",Suppressed,125086,Suppressed,Suppressed,Suppressed
,"Wake County, NC","37183",19,4042891,0.5,0.3,0.7
,"Warren County, NC","37185",Suppressed,49192,Suppressed,Suppressed,Suppressed
,"Washington County, NC","37187",Suppressed,27319,Suppressed,Suppressed,Suppressed
,"Wayne County, NC","37191",Suppressed,375001,Suppressed,Suppressed,Suppressed
,"Wilkes County, NC","37193",Suppressed,185797,Suppressed,Suppressed,Suppressed
,"Wilson County, NC","37195",Suppressed,237613,Suppressed,Suppressed,Suppressed
,"Burleigh County, ND","38015",Suppressed,313706,Suppressed,Suppressed,Suppressed
,"Cass County, ND","38017",Suppressed,708477,Suppressed,Suppressed,Suppressed
,"Grand Forks County, ND","38035",Suppressed,269805,Suppressed,Suppressed,Suppressed
,"McKenzie County, ND","38053",Suppressed,48394,Suppressed,Suppressed,Suppressed
,"Morton County, ND","38059",Suppressed,102604,Suppressed,Suppressed,Suppressed
,"Mountrail County, ND","38061",Suppressed,31880,Suppressed,Suppressed,Suppressed
,"Rolette County, ND","38079",Suppressed,38276,Suppressed,Suppressed,Suppressed
,"Ward County, ND","38101",Suppressed,243524,Suppressed,Suppressed,Suppressed
,"Allen County, OH","39003",Suppressed,308707,Suppressed,Suppressed,Suppressed
,"Ashland County, OH","39005",Suppressed,156008,Suppressed,Suppressed,Suppressed
,"Ashtabula County, OH","39007",Suppressed,277285,Suppressed,Suppressed,Suppressed
,"Athens County, OH","39009",Suppressed,254201,Suppressed,Suppressed,Suppressed
,"Auglaize County, OH","39011",Suppressed,131875,Suppressed,Suppressed,Suppressed
,"Brown County, OH","39015",Suppressed,125852,Suppressed,Suppressed,Suppressed
,"Butler County, OH","39017",Suppressed,1264043,Suppressed,Suppressed,Suppressed
,"Clark County, OH","39023",Suppressed,391186,Suppressed,Suppressed,Suppressed
,"Clermont County, OH","39025",Suppressed,633490,Suppressed,Suppressed,Suppressed
,"Clinton County, OH","39027",Suppressed,126076,Suppressed,Suppressed,Suppressed
,"Columbiana County, OH","39029",Suppressed,284852,Suppressed,Suppressed,Suppressed
,"Coshocton County, OH","39031",Suppressed,103254,Suppressed,Suppressed,Suppressed
,"Crawford County, OH","39033",Suppressed,117714,Suppressed,Suppressed,Suppressed
,"Cuyahoga County, OH","39035",27,3819516,0.7,0.5,1.0
,"Darke County, OH","39037",Suppressed,143950,Suppressed,Suppressed,Suppressed
,"Delaware County, OH","39041",Suppressed,702393,Suppressed,Suppressed,Suppressed
,"Erie County, OH","39043",Suppressed,204344,Suppressed,Suppressed,Suppressed
,"Fairfield County, OH","39045",Suppressed,500748,Suppressed,Suppressed,Suppressed
,"Fayette County, OH","39047",Suppressed,85361,Suppressed,Suppressed,Suppressed
,"Franklin County, OH","39049",30,4719595,0.6,0.4,0.9
,"Fulton County, OH","39051",Suppressed,122117,Suppressed,Suppressed,Suppressed
,"Greene County, OH","39057",Suppressed,542657,Suppressed,Suppressed,Suppressed
,"Guernsey County, OH","39059",Suppressed,109851,Suppressed,Suppressed,Suppressed
,"Hamilton County, OH","39061",18,2667818,0.7,0.4,1.1
,"Hardin County, OH","39065",Suppressed,100247,Suppressed,Suppressed,Suppressed
,"Highland County, OH","39071",Suppressed,124916,Suppressed,Suppressed,Suppressed
,"Holmes County, OH","39075",Suppressed,137861,Suppressed,Suppressed,Suppressed
,"Knox County, OH","39083",Suppressed,188514,Suppressed,Suppressed,Suppressed
,"Lake County, OH","39085",Suppressed,668589,Suppressed,Suppressed,Suppressed
,"Lawrence County, OH","39087",Suppressed,170359,Suppressed,Suppressed,Suppressed
,"Licking County, OH","39089",Suppressed,548362,Suppressed,Suppressed,Suppressed
,"Lorain County, OH","39093",Suppressed,928845,Suppressed,Suppressed,Suppressed
,"Lucas County, OH","39095",Suppressed,1333438,Suppressed,Suppressed,Suppressed
,"Mahoning County, OH","39099",Suppressed,653155,Suppressed,Suppressed,Suppressed
,"Marion County, OH","39101",Suppressed,199790,Suppressed,Suppressed,Suppressed
,"Medina County, OH","39103",Suppressed,529785,Suppressed,Suppressed,Suppressed
,"Mercer County, OH","39107",Suppressed,117407,Suppressed,Suppressed,Suppressed
,"Miami County, OH","39109",Suppressed,319402,Suppressed,Suppressed,Suppressed
,"Monroe County, OH","39111",Suppressed,35378,Suppressed,Suppressed,Suppressed
,"Montgomery County, OH","39113",18,1654368,1.1,0.6,1.7
,"Muskingum County, OH","39119",Suppressed,257949,Suppressed,Suppressed,Suppressed
,"Pike County, OH","39131",Suppressed,80085,Suppressed,Suppressed,Suppressed
,"Portage County, OH","39133",Suppressed,538233,Suppressed,Suppressed,Suppressed
,"Preble County, OH","39135",Suppressed,116290,Suppressed,Suppressed,Suppressed
,"Richland County, OH","39139",Suppressed,370852,Suppressed,Suppressed,Suppressed
,"Ross County, OH","39141",Suppressed,236349,Suppressed,Suppressed,Suppressed
,"Seneca County, OH","39147",Suppressed,168936,Suppressed,Suppressed,Suppressed
,"Stark County, OH","39151",Suppressed,1090586,Suppressed,Suppressed,Suppressed
,"Summit County, OH","39153",Suppressed,1634532,Suppressed,Suppressed,Suppressed
,"Trumbull County, OH","39155",Suppressed,560559,Suppressed,Suppressed,Suppressed
,"Tuscarawas County, OH","39157",Suppressed,264416,Suppressed,Suppressed,Suppressed
,"Union County, OH","39159",Suppressed,214887,Suppressed,Suppressed,Suppressed
,"Wayne County, OH","39169",Suppressed,346354,Suppressed,Suppressed,Suppressed
,"Alfalfa County, OK","40003",Suppressed,17410,Suppressed,Suppressed,Suppressed
,"Bryan County, OK","40013",Suppressed,153685,Suppressed,Suppressed,Suppressed
,"Caddo County, OK","40015",Suppressed,87508,Suppressed,Suppressed,Suppressed
,"Canadian County, OK","40017",Suppressed,548982,Suppressed,Suppressed,Suppressed
,"Carter County, OK","40019",Suppressed,148485,Suppressed,Suppressed,Suppressed
,"Choctaw County, OK","40023",Suppressed,39656,Suppressed,Suppressed,Suppressed
,"Cleveland County, OK","40027",Suppressed,1069430,Suppressed,Suppressed,Suppressed
,"Comanche County, OK","40031",Suppressed,427627,Suppressed,Suppressed,Suppressed
,"Craig County, OK","40035",Suppressed,42038,Suppressed,Suppressed,Suppressed
,"Creek County, OK","40037",Suppressed,215333,Suppressed,Suppressed,Suppressed
,"Custer County, OK","40039",Suppressed,99107,Suppressed,Suppressed,Suppressed
,"Garfield County, OK","40047",Suppressed,192276,Suppressed,Suppressed,Suppressed
,"Jackson County, OK","40065",Suppressed,80010,Suppressed,Suppressed,Suppressed
,"Johnston County, OK","40069",Suppressed,31763,Suppressed,Suppressed,Suppressed
,"Kay County, OK","40071",Suppressed,128959,Suppressed,Suppressed,Suppressed
,"Kingfisher County, OK","40073",Suppressed,47248,Suppressed,Suppressed,Suppressed
,"Latimer County, OK","40077",Suppressed,27821,Suppressed,Suppressed,Suppressed
,"Le Flore County, OK","40079",Suppressed,149662,Suppressed,Suppressed,Suppressed
,"Lincoln County, OK","40081",Suppressed,100153,Suppressed,Suppressed,Suppressed
,"McClain County, OK","40087",Suppressed,137359,Suppressed,Suppressed,Suppressed
,"McCurtain County, OK","40089",Suppressed,93084,Suppressed,Suppressed,Suppressed
,"Mayes County, OK","40097",Suppressed,119667,Suppressed,Suppressed,Suppressed
